カテゴリー,分類群,和名,学名
絶滅危惧Ⅱ類（VU）,維管束植物,リシリカニツリ,Trisetum spicatum subsp. alascanum
絶滅危惧Ⅱ類（VU）,維管束植物,ビロードキビ,Urochloa villosa
絶滅危惧Ⅱ類（VU）,維管束植物,チドリケマン,Corydalis kushiroensis
絶滅危惧Ⅱ類（VU）,維管束植物,サイコクイカリソウ,Epimedium diphyllum subsp. kitamuranum
絶滅危惧Ⅱ類（VU）,維管束植物,クモイイカリソウ,Epimedium koreanum var. coelestre
絶滅危惧Ⅱ類（VU）,維管束植物,ガッサントリカブト,Aconitum gassanense
絶滅危惧Ⅱ類（VU）,維管束植物,センウズモドキ,Aconitum jaluense subsp. iwatekense
絶滅危惧Ⅱ類（VU）,維管束植物,マシケレイジンソウ,Aconitum mashikense
絶滅危惧Ⅱ類（VU）,維管束植物,キタザワブシ,Aconitum nipponicum subsp. micranthum
絶滅危惧Ⅱ類（VU）,維管束植物,ミョウコウトリカブト,Aconitum nipponicum subsp. nipponicum var. septemcarpum
絶滅危惧Ⅱ類（VU）,維管束植物,ワガトリカブト,Aconitum okuyamae var. wagaense
絶滅危惧Ⅱ類（VU）,維管束植物,タカネトリカブト,Aconitum zigzag subsp. zigzag
絶滅危惧Ⅱ類（VU）,維管束植物,シコクフクジュソウ,Adonis shikokuensis
絶滅危惧Ⅱ類（VU）,維管束植物,ウラホロイチゲ,Anemone amurensis
絶滅危惧Ⅱ類（VU）,維管束植物,キタダケソウ,Callianthemum hondoense
絶滅危惧Ⅱ類（VU）,維管束植物,クロバナハンショウヅル,Clematis fusca var. fusca
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンセンニンソウ,Clematis terniflora var. boninensis
絶滅危惧Ⅱ類（VU）,維管束植物,キバナサバノオ,Dichocarpum pterigionocaudatum
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメキンポウゲ,Halerpestes kawakamii
絶滅危惧Ⅱ類（VU）,維管束植物,コキツネノボタン,Ranunculus chinensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒキノカサ,Ranunculus ternatus var. ternatus
絶滅危惧Ⅱ類（VU）,維管束植物,ダイセンカラマツ,Thalictrum aquilegiifolium var. daisenense
絶滅危惧Ⅱ類（VU）,維管束植物,ハルカラマツ,Thalictrum baicalense
絶滅危惧Ⅱ類（VU）,維管束植物,アポイカラマツ,Thalictrum foetidum var. apoiense
絶滅危惧Ⅱ類（VU）,維管束植物,チャボカラマツ,Thalictrum foetidum var. glabrescens
絶滅危惧Ⅱ類（VU）,維管束植物,ナガバカラマツ,Thalictrum integrilobum
絶滅危惧Ⅱ類（VU）,維管束植物,コゴメカラマツ,Thalictrum microspermum
絶滅危惧Ⅱ類（VU）,維管束植物,イシヅチカラマツ,Thalictrum minus var. yamamotoi
絶滅危惧Ⅱ類（VU）,維管束植物,イワカラマツ,Thalictrum sekimotoanum
絶滅危惧Ⅱ類（VU）,維管束植物,ノカラマツ,Thalictrum simplex var. brevipes
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマカラマツ,Thalictrum tuberiferum var. yakusimense
絶滅危惧Ⅱ類（VU）,維管束植物,サクノキ,Meliosma arnottiana subsp. oldhamii var. hachijoensis
絶滅危惧Ⅱ類（VU）,維管束植物,オキナワツゲ,Buxus liukiuensis
絶滅危惧Ⅱ類（VU）,維管束植物,ベニバナヤマシャクヤク,Paeonia obovata
絶滅危惧Ⅱ類（VU）,維管束植物,トカチスグリ,Ribes triste
絶滅危惧Ⅱ類（VU）,維管束植物,マルバチャルメルソウ,Mitella nuda
絶滅危惧Ⅱ類（VU）,維管束植物,ワタナベソウ,Peltoboykinia watanabei
絶滅危惧Ⅱ類（VU）,維管束植物,センダイソウ,Saxifraga sendaica
絶滅危惧Ⅱ類（VU）,維管束植物,モミジバセンダイソウ,Saxifraga sendaica f. laciniata
絶滅危惧Ⅱ類（VU）,維管束植物,ヒダカミセバヤ,Hylotelephium cauticola
絶滅危惧Ⅱ類（VU）,維管束植物,ツガルミセバヤ,Hylotelephium ussuriense var. tsugaruense
絶滅危惧Ⅱ類（VU）,維管束植物,チャボツメレンゲ,Meterostachys sikokianus
絶滅危惧Ⅱ類（VU）,維管束植物,コモチレンゲ,Orostachys malacophylla var. boehmeri
絶滅危惧Ⅱ類（VU）,維管束植物,イワレンゲ,Orostachys malacophylla var. iwarenge
絶滅危惧Ⅱ類（VU）,維管束植物,ゲンカイイワレンゲ,Orostachys malacophylla var. malacophylla
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメキリンソウ,Phedimus sikokianus
絶滅危惧Ⅱ類（VU）,維管束植物,ムコジママンネングサ,Sedum mukojimense
絶滅危惧Ⅱ類（VU）,維管束植物,ウンゼンマンネングサ,Sedum polytrichoides subsp. polytrichoides
絶滅危惧Ⅱ類（VU）,維管束植物,ヤハズマンネングサ,Sedum tosaense
絶滅危惧Ⅱ類（VU）,維管束植物,オグラノフサモ,Myriophyllum oguraense
絶滅危惧Ⅱ類（VU）,維管束植物,リシリオウギ,Astragalus frigidus subsp. parviflorus
絶滅危惧Ⅱ類（VU）,維管束植物,ビロードヒメクズ,Cajanus scarabaeoides
絶滅危惧Ⅱ類（VU）,維管束植物,ヒルギカズラ,Dalbergia candenatensis
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤコジマツルマメ,Glycine koidzumii
絶滅危惧Ⅱ類（VU）,維管束植物,チョウセンキハギ,Lespedeza maximowiczii
絶滅危惧Ⅱ類（VU）,維管束植物,クロバナキハギ,Lespedeza melanantha
絶滅危惧Ⅱ類（VU）,維管束植物,リシリゲンゲ,Oxytropis campestris subsp. rishiriensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒダカミヤマノエンドウ,Oxytropis retusa
絶滅危惧Ⅱ類（VU）,維管束植物,イソフジ,Sophora tomentosa
絶滅危惧Ⅱ類（VU）,維管束植物,コチョウインゲン,Vigna adenantha
絶滅危惧Ⅱ類（VU）,維管束植物,チョウセンキンミズヒキ,Agrimonia coreana
絶滅危惧Ⅱ類（VU）,維管束植物,アポイヤマブキショウマ,Aruncus dioicus var. subrotundus
絶滅危惧Ⅱ類（VU）,維管束植物,シコクシモツケソウ,Filipendula tsuguwoi
絶滅危惧Ⅱ類（VU）,維管束植物,ツチグリ,Potentilla discolor
絶滅危惧Ⅱ類（VU）,維管束植物,キンロバイ,Potentilla fruticosa var. rigida
絶滅危惧Ⅱ類（VU）,維管束植物,メアカンキンバイ,Potentilla miyabei
絶滅危惧Ⅱ類（VU）,維管束植物,ヒロハノカワラサイコ,Potentilla niponica
絶滅危惧Ⅱ類（VU）,維管束植物,ウラジロキンバイ,Potentilla nivea var. camtschatica
絶滅危惧Ⅱ類（VU）,維管束植物,アオナシ,Pyrus ussuriensis var. hondoensis
絶滅危惧Ⅱ類（VU）,維管束植物,シマバライチゴ,Rubus lambertianus
絶滅危惧Ⅱ類（VU）,維管束植物,タイワンウラジロイチゴ,Rubus swinhoei
絶滅危惧Ⅱ類（VU）,維管束植物,ナンブトウウチソウ,Sanguisorba obtusa
絶滅危惧Ⅱ類（VU）,維管束植物,エゾシモツケ,Spiraea media var. sericea
絶滅危惧Ⅱ類（VU）,維管束植物,クマヤマグミ,Elaeagnus epitricha
絶滅危惧Ⅱ類（VU）,維管束植物,ヤエヤマハマナツメ,Colubrina asiatica
絶滅危惧Ⅱ類（VU）,維管束植物,タチゲヒカゲミズ,Parietaria micrantha var. coreana
絶滅危惧Ⅱ類（VU）,維管束植物,アラゲサンショウソウ,Pellionia brevifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ナガバサンショウソウ,Pellionia yosiei
絶滅危惧Ⅱ類（VU）,維管束植物,ソハヤキミズ,Pilea swinglei
絶滅危惧Ⅱ類（VU）,維管束植物,ハナガガシ,Quercus hondae
絶滅危惧Ⅱ類（VU）,維管束植物,チチブミネバリ,Betula chichibuensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヤチカンバ,Betula ovalifolia
絶滅危惧Ⅱ類（VU）,維管束植物,コウトウシュウカイドウ,Begonia fenicis
絶滅危惧Ⅱ類（VU）,維管束植物,リュウキュウツルマサキ,Euonymus austroliukiuensis
絶滅危惧Ⅱ類（VU）,維管束植物,ヒゼンマユミ,Euonymus chibae
絶滅危惧Ⅱ類（VU）,維管束植物,アオツリバナ,Euonymus yakushimensis
絶滅危惧Ⅱ類（VU）,維管束植物,オオヤマカタバミ,Oxalis obtriangulata
絶滅危惧Ⅱ類（VU）,維管束植物,ハギクソウ,Euphorbia octoradiata
絶滅危惧Ⅱ類（VU）,維管束植物,フジタイゲキ,Euphorbia watanabei subsp. watanabei
絶滅危惧Ⅱ類（VU）,維管束植物,ダイトウセイシボク,Excoecaria formosana var. daitoinsularis
絶滅危惧Ⅱ類（VU）,維管束植物,ハツバキ,Drypetes integerrima
絶滅危惧Ⅱ類（VU）,維管束植物,ヒダカミネヤナギ,Salix nakamurana subsp. kurilensis
絶滅危惧Ⅱ類（VU）,維管束植物,コマイワヤナギ,Salix rupifraga
絶滅危惧Ⅱ類（VU）,維管束植物,トゲイヌツゲ,Scolopia oldhamii
絶滅危惧Ⅱ類（VU）,維管束植物,ジンヨウキスミレ,Viola alliariifolia
絶滅危惧Ⅱ類（VU）,維管束植物,イソスミレ,Viola grayi
絶滅危惧Ⅱ類（VU）,維管束植物,シレトコスミレ,Viola kitamiana
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバシロスミレ,Viola patrinii var. angustifolia
絶滅危惧Ⅱ類（VU）,維管束植物,タチスミレ,Viola raddeana
絶滅危惧Ⅱ類（VU）,維管束植物,シソバキスミレ,Viola yubariana
絶滅危惧Ⅱ類（VU）,維管束植物,ウスカワゴロモ,Hydrobryum floribundum
絶滅危惧Ⅱ類（VU）,維管束植物,カワゴロモ,Hydrobryum japonicum
絶滅危惧Ⅱ類（VU）,維管束植物,ツキヌキオトギリ,Hypericum sampsonii
絶滅危惧Ⅱ類（VU）,維管束植物,エゾオトギリ,Hypericum yezoense
絶滅危惧Ⅱ類（VU）,維管束植物,ダイセツヒナオトギリ,Hypericum yojiroanum
絶滅危惧Ⅱ類（VU）,維管束植物,ツクシフウロ,Geranium soboliferum var. kiusianum
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメキカシグサ,Rotala elatinomorpha
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメビシ,Trapa incisa
絶滅危惧Ⅱ類（VU）,維管束植物,エゾミズタマソウ,Circaea canadensis subsp. quadrisulcata
絶滅危惧Ⅱ類（VU）,維管束植物,オオアカバナ,Epilobium hirsutum
絶滅危惧Ⅱ類（VU）,維管束植物,トダイアカバナ,Epilobium platystigmatosum
絶滅危惧Ⅱ類（VU）,維管束植物,ケミズキンバイ,Ludwigia adscendens
絶滅危惧Ⅱ類（VU）,維管束植物,ミズキンバイ,Ludwigia peploides subsp. stipulacea
絶滅危惧Ⅱ類（VU）,維管束植物,コバノミヤマノボタン,Bredia okinawensis
絶滅危惧Ⅱ類（VU）,維管束植物,イオウノボタン,Melastoma candidum var. alessandrense
絶滅危惧Ⅱ類（VU）,維管束植物,クスノハカエデ,Acer itoanum
絶滅危惧Ⅱ類（VU）,維管束植物,クロビイタヤ,Acer miyabei
絶滅危惧Ⅱ類（VU）,維管束植物,ハナノキ,Acer pycnanthum
絶滅危惧Ⅱ類（VU）,維管束植物,ムニンゴシュユ,Melicope nishimurae
絶滅危惧Ⅱ類（VU）,維管束植物,ヤクシマカラスザンショウ,Zanthoxylum yakumontanum
絶滅危惧Ⅱ類（VU）,維管束植物,チョウセンナニワズ,Daphne koreana
絶滅危惧Ⅱ類（VU）,維管束植物,シャクナンガンピ,Daphnimorpha kudoi
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマガンピ,Diplomorpha albiflora
絶滅危惧Ⅱ類（VU）,維管束植物,サクラガンピ,Diplomorpha pauciflora var. pauciflora
絶滅危惧Ⅱ類（VU）,維管束植物,タチスズシロソウ,Arabidopsis kamchatica subsp. kawasakiana
絶滅危惧Ⅱ類（VU）,維管束植物,カワチスズシロソウ,Arabis flagellosa var. kawachiensis
絶滅危惧Ⅱ類（VU）,維管束植物,クモイナズナ,Arabis tanakana
絶滅危惧Ⅱ類（VU）,維管束植物,クモマナズナ,Draba sakuraii var. nipponica
絶滅危惧Ⅱ類（VU）,維管束植物,ミギワガラシ,Rorippa globosa
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマツチトリモチ,Balanophora nipponica
絶滅危惧Ⅱ類（VU）,維管束植物,アマクサツチトリモチ,Balanophora subcupularis
絶滅危惧Ⅱ類（VU）,維管束植物,イソマツ,Limonium wrightii var. arbusculum
絶滅危惧Ⅱ類（VU）,維管束植物,キバナイソマツ,Limonium wrightii var. wrightii
絶滅危惧Ⅱ類（VU）,維管束植物,ヒメイワタデ,Aconogonon ajanense
絶滅危惧Ⅱ類（VU）,維管束植物,ヌカボタデ,Persicaria taquetii
絶滅危惧Ⅱ類（VU）,維管束植物,カラフトノダイオウ,Rumex gmelinii
絶滅危惧Ⅱ類（VU）,維管束植物,ノダイオウ,Rumex longifolius
絶滅危惧Ⅱ類（VU）,維管束植物,ナガバノモウセンゴケ,Drosera anglica
絶滅危惧Ⅱ類（VU）,維管束植物,ナガバノイシモチソウ,Drosera toyoakensis
絶滅危惧Ⅱ類（VU）,維管束植物,カトウハコベ,Arenaria katoana var. katoana
絶滅危惧Ⅱ類（VU）,維管束植物,チョウカイフスマ,Arenaria merckioides var. chokaiensis
絶滅危惧Ⅱ類（VU）,維管束植物,アキヨシミミナグサ,Cerastium akiyoshiense
絶滅危惧Ⅱ類（VU）,維管束植物,ミツモリミミナグサ,Cerastium arvense subsp. strictum var. mitsumorense
絶滅危惧Ⅱ類（VU）,維管束植物,タガソデソウ,Cerastium pauciflorum var. amurense
絶滅危惧Ⅱ類（VU）,維管束植物,タカネミミナグサ,Cerastium rubescens var. koreanum
絶滅危惧Ⅱ類（VU）,維管束植物,タチハコベ,Moehringia trinervia
絶滅危惧Ⅱ類（VU）,維管束植物,ヒナワチガイソウ,Pseudostellaria heterantha var. linearifolia
絶滅危惧Ⅱ類（VU）,維管束植物,ナンブワチガイソウ,Pseudostellaria japonica
絶滅危惧Ⅱ類（VU）,維管束植物,クシロワチガイソウ,Pseudostellaria sylvatica
絶滅危惧Ⅱ類（VU）,維管束植物,アオモリマンテマ,Silene aomorensis
絶滅危惧Ⅱ類（VU）,維管束植物,エゾマンテマ,Silene foliosa var. foliosa
絶滅危惧Ⅱ類（VU）,維管束植物,オグラセンノウ,Silene kiusiana
絶滅危惧Ⅱ類（VU）,維管束植物,マツモトセンノウ,Silene sieboldii
絶滅危惧Ⅱ類（VU）,維管束植物,エンビセンノウ,Silene wilfordii
絶滅危惧Ⅱ類（VU）,維管束植物,テバコマンテマ,Silene yanoei
絶滅危惧Ⅱ類（VU）,維管束植物,オオハコベ,Stellaria bungeana
絶滅危惧Ⅱ類（VU）,維管束植物,ツカモトハコベ,Stellaria hibinoi
絶滅危惧Ⅱ類（VU）,維管束植物,シコタンハコベ,Stellaria ruscifolia
絶滅危惧Ⅱ類（VU）,維管束植物,アッケシソウ,Salicornia perennans
絶滅危惧Ⅱ類（VU）,維管束植物,シチメンソウ,Suaeda japonica
絶滅危惧Ⅱ類（VU）,維管束植物,ヒロハマツナ,Suaeda malacosperma
絶滅危惧Ⅱ類（VU）,維管束植物,ヌマハコベ,Montia fontana
絶滅危惧Ⅱ類（VU）,維管束植物,アマミマツバボタン,Portulaca okinawensis var. amamiensis
絶滅危惧Ⅱ類（VU）,維管束植物,オキナワマツバボタン,Portulaca okinawensis var. okinawensis
絶滅危惧Ⅱ類（VU）,維管束植物,マルバケヅメクサ,Portulaca psammotropha
絶滅危惧Ⅱ類（VU）,維管束植物,オオクサアジサイ,Cardiandra moellendorffii
絶滅危惧Ⅱ類（VU）,維管束植物,ウメウツギ,Deutzia uniflora
絶滅危惧Ⅱ類（VU）,維管束植物,ブンゴウツギ,Deutzia zentaroana
絶滅危惧Ⅱ類（VU）,維管束植物,ヒュウガアジサイ,Hydrangea minamitanii
絶滅危惧Ⅱ類（VU）,維管束植物,キレンゲショウマ,Kirengeshoma palmata
絶滅危惧Ⅱ類（VU）,維管束植物,クシロハナシノブ,Polemonium caeruleum subsp. laxiflorum var. paludosum
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマハナシノブ,Polemonium caeruleum subsp. yezoense var. nipponicum
絶滅危惧Ⅱ類（VU）,維管束植物,エゾハナシノブ,Polemonium caeruleum subsp. yezoense var. yezoense
絶滅危惧Ⅱ類（VU）,維管束植物,マメヒサカキ,Eurya emarginata var. minutissima
絶滅危惧Ⅱ類（VU）,維管束植物,ノジトラノオ,Lysimachia barystachys
絶滅危惧Ⅱ類（VU）,維管束植物,サワトラノオ,Lysimachia leucantha
絶滅危惧Ⅱ類（VU）,維管束植物,ヘツカコナスビ,Lysimachia ohsumiensis
絶滅危惧Ⅱ類（VU）,維管束植物,シマタイミンタチバナ,Myrsine maximowiczii
絶滅危惧Ⅱ類（VU）,維管束植物,ミチノクコザクラ,Primula cuneifolia var. heterodonta
絶滅危惧Ⅱ類（VU）,維管束植物,ヒダカイワザクラ,Primula hidakana
絶滅危惧Ⅱ類（VU）,維管束植物,レブンコザクラ,Primula modesta subsp. modesta var. matsumurae
絶滅危惧Ⅱ類（VU）,維管束植物,クモイコザクラ,Primula reinii var. kitadakensis
絶滅危惧Ⅱ類（VU）,維管束植物,コイワザクラ,Primula reinii var. reinii
絶滅危惧Ⅱ類（VU）,維管束植物,ソラチコザクラ,Primula sorachiana
絶滅危惧Ⅱ類（VU）,維管束植物,テシオコザクラ,Primula takedana
絶滅危惧Ⅱ類（VU）,維管束植物,ミヤマシロバイ,Symplocos sonoharae
絶滅危惧Ⅱ類（VU）,維管束植物,オオバケエゴノキ,Styrax japonicus var. tomentosa
絶滅危惧Ⅱ類（VU）,維管束植物,チシマツガザクラ,Bryanthus gmelinii
絶滅危惧Ⅱ類（VU）,維管束植物,カラフトイチヤクソウ,Pyrola faurieana
絶滅危惧Ⅱ類（VU）,維管束植物,エゾムラサキツツジ,Rhododendron dauricum var. dauricum
絶滅危惧Ⅱ類（VU）,維管束植物,ゴヨウザンヨウラク,Rhododendron goyozanense
絶滅危惧Ⅱ類（VU）,維管束植物,キョウマルシャクナゲ,Rhododendron japonoheptamerum var. kyomaruense
絶滅危惧Ⅱ類（VU）,維管束植物,アシタカツツジ,Rhododendron komiyamae
絶滅危惧Ⅱ類（VU）,維管束植物,ヨウラクツツジ,Rhododendron kroniae
絶滅危惧Ⅱ類（VU）,維管束植物,サカイツツジ,Rhododendron lapponicum subsp. parvifolium
絶滅危惧Ⅱ類（VU）,維管束植物,ホソバシャクナゲ,Rhododendron makinoi
絶滅危惧Ⅱ類（VU）,維管束植物,ナンゴクミツバツツジ,Rhododendron mayebarae
絶滅危惧Ⅱ類（VU）,維管束植物,キリシマミツバツツジ,Rhododendron nudipes var. kirishimense
